Emp ID,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Role
1115,36-45,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Male,3,3,Research Scientist,1,Divorced,9724,5k-10k,2,No,17,3,1,25,2,3,1,0,0,0,Research & Development_Research Scientist
1116,36-45,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,2348,Upto 5k,8,No,18,3,1,20,2,1,17,9,0,15,Research & Development_Laboratory Technician
1117,36-45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,5k-10k,4,Yes,11,3,1,9,3,4,5,4,0,3,Sales_Sales Executive
1118,36-45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,15k+,9,No,23,4,1,22,1,3,20,8,11,8,Research & Development_Manager
1119,36-45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,5k-10k,6,No,12,3,0,23,2,3,19,7,12,8,Sales_Sales Executive
1120,36-45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,15k+,0,No,11,3,1,25,2,3,24,0,1,7,Research & Development_Manager
1121,36-45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,10k-15k,0,Yes,14,3,0,21,2,3,20,7,4,10,Research & Development_Healthcare Representative
1122,36-45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,5k-10k,1,No,18,3,1,24,2,3,24,9,9,11,Research & Development_Laboratory Technician
1123,36-45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,Married,3697,Upto 5k,9,No,14,3,2,12,3,3,10,9,9,8,Research & Development_Research Scientist
1124,36-45,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,Upto 5k,0,No,19,3,1,9,3,4,8,7,3,7,Sales_Sales Executive
1125,36-45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,Upto 5k,2,No,14,3,2,5,4,3,1,1,0,0,Sales_Sales Executive
1126,36-45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,5k-10k,0,No,13,3,0,9,3,3,8,7,3,1,Sales_Sales Representative
1127,36-45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,Upto 5k,1,No,14,3,0,1,3,3,1,0,0,0,Research & Development_Research Scientist
1128,36-45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,10k-15k,4,Yes,12,3,1,18,2,3,5,4,0,2,Sales_Sales Executive
1129,36-45,No,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,4447,Upto 5k,1,No,12,3,0,9,5,2,9,7,0,8,Research & Development_Laboratory Technician
1130,36-45,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,2270,Upto 5k,3,No,14,3,2,8,2,3,5,3,0,2,Research & Development_Laboratory Technician
1131,36-45,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,3633,Upto 5k,1,Yes,15,3,1,9,2,3,9,8,0,8,Research & Development_Laboratory Technician
1132,36-45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,17650,15k+,3,No,13,3,1,26,4,4,9,3,1,1,Sales_Manager
1133,36-45,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,Upto 5k,1,No,16,3,0,6,3,3,6,3,0,4,Human Resources_Human Resources
1134,36-45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,5k-10k,1,No,13,3,1,15,2,3,15,10,4,12,Sales_Sales Executive
1135,36-45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Upto 5k,4,Yes,19,3,1,7,2,2,3,2,0,2,Research & Development_Research Scientist
1136,36-45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,15k+,2,Yes,16,3,0,26,2,3,24,10,1,11,Sales_Manager
1137,36-45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,15k+,3,No,22,4,0,22,4,3,0,0,0,0,Research & Development_Manager
1138,36-45,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,10k-15k,2,Yes,18,3,1,24,2,3,7,7,0,7,Research & Development_Healthcare Representative
1139,36-45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,5k-10k,4,Yes,18,3,2,10,4,4,3,1,1,2,Research & Development_Manufacturing Director
1140,36-45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,3,1,Research Scientist,4,Married,2132,Upto 5k,4,No,20,4,1,8,3,3,5,4,0,3,Research & Development_Research Scientist
1141,36-45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,5k-10k,1,No,12,3,3,10,4,3,10,8,7,7,Research & Development_Healthcare Representative
1142,36-45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,5k-10k,1,Yes,14,3,0,10,3,3,10,7,1,4,Research & Development_Laboratory Technician
1143,36-45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,Upto 5k,1,No,15,3,1,10,2,3,10,7,4,5,Sales_Sales Executive
1144,36-45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,5k-10k,1,No,19,3,2,10,3,3,10,7,3,9,Research & Development_Manufacturing Director
1145,36-45,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,10k-15k,3,No,23,4,1,25,3,2,23,15,14,4,Research & Development_Healthcare Representative
1146,36-45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,15k+,1,No,11,3,0,21,2,3,21,6,8,6,Research & Development_Research Director
1147,36-45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,5k-10k,4,No,21,4,2,9,2,4,5,0,0,3,Human Resources_Human Resources
1148,36-45,No,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,5154,5k-10k,4,No,22,4,2,10,3,4,8,7,5,7,Sales_Sales Executive
1149,36-45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,5906,5k-10k,0,No,13,3,2,10,2,2,9,8,3,8,Research & Development_Manufacturing Director
1150,36-45,No,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,5399,5k-10k,4,No,12,3,0,12,3,3,4,2,0,3,Research & Development_Healthcare Representative
1151,36-45,No,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,4850,Upto 5k,8,No,15,3,0,8,3,3,5,3,0,1,Sales_Sales Executive
1152,46-55,No,Travel_Frequently,Sales,5,4,Marketing,1,Male,3,2,Sales Executive,4,Single,5772,5k-10k,4,Yes,21,4,0,14,4,3,9,6,0,8,Sales_Sales Executive
1153,46-55,No,Travel_Rarely,Human Resources,5,2,Medical,2,Male,3,2,Human Resources,2,Divorced,5021,5k-10k,8,Yes,22,4,1,16,2,3,4,2,0,2,Human Resources_Human Resources
1154,46-55,Yes,Travel_Rarely,Sales,9,2,Medical,3,Male,2,3,Sales Executive,4,Single,9619,5k-10k,1,No,16,3,0,9,3,3,9,8,4,7,Sales_Sales Executive
1155,46-55,No,Travel_Frequently,Research & Development,1,3,Medical,3,Male,2,3,Healthcare Representative,1,Married,10673,10k-15k,2,Yes,13,3,1,21,5,2,10,9,9,5,Research & Development_Healthcare Representative
1156,46-55,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,10k-15k,1,No,25,4,3,24,2,3,24,13,15,7,Sales_Sales Executive
1157,46-55,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,15k+,3,Yes,12,3,1,28,2,2,7,7,7,7,Sales_Manager
1158,46-55,No,Non-Travel,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,5k-10k,2,No,14,3,0,7,2,4,1,0,0,0,Research & Development_Manufacturing Director
1159,46-55,No,Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,Upto 5k,2,No,14,3,1,19,5,2,10,7,0,8,Research & Development_Manufacturing Director
1160,46-55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,15k+,6,No,13,3,0,26,2,1,3,2,0,1,Research & Development_Research Director
1161,46-55,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,5k-10k,2,Yes,19,3,1,15,3,3,3,2,1,2,Sales_Sales Executive
1162,46-55,No,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,10k-15k,5,No,11,3,0,28,3,2,2,2,1,2,Research & Development_Healthcare Representative
1163,46-55,No,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,10845,10k-15k,6,No,13,3,1,13,3,3,8,7,0,7,Research & Development_Manufacturing Director
1164,46-55,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,19627,15k+,9,No,17,3,2,23,0,3,2,2,2,2,Research & Development_Research Director
1165,46-55,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,Upto 5k,8,Yes,23,4,3,19,2,3,16,13,1,7,Research & Development_Research Scientist
1166,46-55,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,15k+,3,No,12,3,1,23,3,3,12,9,4,9,Sales_Manager
1167,46-55,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,15k+,8,No,23,4,0,28,2,3,26,15,15,9,Sales_Manager
1168,46-55,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,15k+,5,No,11,3,1,25,2,3,4,2,0,3,Research & Development_Research Director
1169,46-55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,5k-10k,2,No,11,3,1,12,3,2,6,3,1,4,Research & Development_Manufacturing Director
1170,46-55,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,15k+,2,No,14,3,1,26,2,3,11,4,0,8,Sales_Manager
1171,46-55,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,Upto 5k,6,No,12,3,0,10,3,4,7,6,5,7,Human Resources_Human Resources
1172,46-55,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,10k-15k,4,No,11,3,1,28,1,4,7,7,4,3,Sales_Sales Executive
1173,46-55,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,Married,16606,15k+,8,No,12,3,1,23,2,4,13,12,5,1,Sales_Manager
1174,46-55,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,15k+,1,No,15,3,0,27,5,1,26,0,0,12,Sales_Manager
1175,46-55,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,5k-10k,6,No,14,3,0,19,3,3,10,7,0,9,Research & Development_Healthcare Representative
1176,46-55,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,10k-15k,4,Yes,12,3,1,13,5,2,10,6,0,3,Sales_Sales Executive
1177,46-55,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,19328,15k+,7,Yes,17,3,1,24,3,3,2,1,2,2,Research & Development_Research Director
1178,46-55,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,7991,5k-10k,8,No,15,3,0,6,3,3,2,2,2,2,Sales_Sales Executive
1179,46-55,Yes,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,8926,5k-10k,4,No,22,4,1,13,2,4,9,7,3,7,Research & Development_Healthcare Representative
1180,46-55,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,8578,5k-10k,3,No,14,3,1,12,4,2,9,8,4,7,Research & Development_Manufacturing Director
1181,46-55,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,13225,10k-15k,2,No,12,3,1,25,5,3,19,17,2,8,Sales_Sales Executive
1182,46-55,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,7314,5k-10k,5,No,21,4,3,14,2,3,8,7,0,7,Sales_Sales Executive
1183,46-55,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,10k-15k,1,Yes,12,3,1,10,2,2,10,7,9,9,Research & Development_Manager
1184,46-55,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,15k+,4,No,11,3,1,21,2,3,3,2,1,1,Research & Development_Research Director
1185,46-55,No,Travel_Frequently,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,Upto 5k,3,No,19,3,0,5,3,3,0,0,0,0,Sales_Sales Representative
1186,46-55,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,5k-10k,5,No,13,3,3,20,2,3,5,0,0,4,Research & Development_Manufacturing Director
1187,46-55,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,Upto 5k,2,No,12,3,0,20,2,3,7,7,1,7,Sales_Sales Executive
1188,46-55,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,10k-15k,9,Yes,12,3,2,28,2,2,22,2,11,13,Sales_Sales Executive
1189,46-55,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,5k-10k,4,Yes,12,3,0,8,2,3,5,4,1,3,Sales_Sales Executive
1190,46-55,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,16752,15k+,1,Yes,11,3,1,26,3,2,26,14,3,0,Research & Development_Manager
1191,46-55,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,Upto 5k,0,Yes,22,4,1,8,2,3,7,6,7,7,Sales_Sales Executive
1192,46-55,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,Upto 5k,1,Yes,18,3,0,3,3,2,3,2,1,2,Sales_Sales Representative
1193,46-55,No,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,5067,5k-10k,1,Yes,19,3,0,20,3,4,19,10,2,7,Research & Development_Manufacturing Director
1194,46-55,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,2,Sales Executive,4,Single,4163,Upto 5k,1,Yes,17,3,0,9,0,3,9,0,0,7,Sales_Sales Executive
1195,46-55,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,Upto 5k,7,No,12,3,1,17,2,2,6,5,1,2,Research & Development_Research Scientist
1196,46-55,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,17169,15k+,3,No,19,3,2,26,2,4,20,17,5,6,Research & Development_Research Director
1197,46-55,No,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,4591,Upto 5k,3,Yes,17,3,1,11,4,2,5,4,1,2,Sales_Sales Executive
1198,46-55,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,15k+,3,No,11,3,1,27,2,3,5,2,1,0,Human Resources_Manager
1199,46-55,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,15k+,6,No,14,3,3,29,2,3,3,2,1,2,Sales_Manager
1200,46-55,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,10k-15k,7,No,11,3,0,25,3,1,23,5,14,10,Sales_Sales Executive
1201,46-55,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,Upto 5k,7,No,11,3,1,4,3,1,1,0,0,0,Sales_Sales Executive
1202,46-55,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,10333,10k-15k,8,Yes,12,3,1,28,4,3,22,11,14,10,Research & Development_Manufacturing Director
1203,46-55,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,2105,Upto 5k,4,No,12,3,0,7,2,3,2,2,2,0,Research & Development_Laboratory Technician
1204,46-55,No,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,5467,5k-10k,8,No,18,3,1,16,4,4,8,7,1,7,Research & Development_Research Scientist
1205,46-55,No,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,3,Healthcare Representative,3,Single,8633,5k-10k,2,No,23,4,0,25,3,3,17,14,12,11,Research & Development_Healthcare Representative
1206,46-55,No,Non-Travel,Research & Development,1,1,Medical,3,Female,3,3,Research Director,2,Married,11957,10k-15k,0,No,18,3,2,14,3,1,13,8,5,12,Research & Development_Research Director
1207,46-55,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,2,3,Laboratory Technician,3,Single,5381,5k-10k,9,Yes,13,3,0,23,2,3,1,0,0,0,Research & Development_Laboratory Technician
1208,46-55,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,3,Manager,3,Married,12504,10k-15k,3,No,21,4,1,15,3,1,0,0,0,0,Sales_Manager
1209,46-55,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,Upto 5k,2,No,14,3,1,14,2,3,9,7,6,7,Sales_Sales Executive
1210,46-55,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,15k+,7,No,11,3,1,21,3,1,3,2,0,2,Research & Development_Manager
1211,46-55,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,5k-10k,3,No,12,3,0,12,3,3,2,2,2,2,Sales_Sales Executive
1212,46-55,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,Married,2259,Upto 5k,4,No,17,3,2,13,2,2,0,0,0,0,Research & Development_Research Scientist
1213,46-55,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,Upto 5k,2,No,13,3,0,19,0,3,2,2,2,2,Research & Development_Healthcare Representative
1214,46-55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,10999,10k-15k,7,No,14,3,0,27,3,3,15,11,4,8,Research & Development_Healthcare Representative
1215,46-55,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,16885,15k+,2,No,22,4,0,27,3,2,5,4,2,1,Research & Development_Manager
1216,46-55,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,Upto 5k,5,No,11,3,0,7,4,2,1,0,0,0,Research & Development_Laboratory Technician
1217,46-55,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,15k+,6,No,12,3,0,25,3,4,1,0,0,0,Research & Development_Research Director
1218,46-55,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,5k-10k,1,No,11,3,0,11,2,3,10,9,0,8,Research & Development_Manufacturing Director
1219,46-55,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,5486,5k-10k,4,No,11,3,3,15,3,3,2,2,2,2,Sales_Sales Executive
1220,46-55,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,6439,5k-10k,8,No,14,3,1,18,2,3,8,7,7,7,Sales_Sales Executive
1221,46-55,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,2367,Upto 5k,8,No,12,3,1,10,3,2,8,2,7,6,Research & Development_Research Scientist
1222,46-55,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,15k+,2,No,25,4,1,23,3,3,2,2,2,2,Research & Development_Manager
1223,46-55,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,Upto 5k,2,Yes,11,3,2,19,3,3,9,7,7,7,Sales_Sales Representative
1224,46-55,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,19665,15k+,4,No,12,3,0,29,3,3,22,10,12,9,Research & Development_Research Director
1225,46-55,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,4,Manager,4,Divorced,17174,15k+,3,No,11,3,1,24,3,3,22,17,4,7,Research & Development_Manager
1226,46-55,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Male,2,2,Research Scientist,2,Married,5130,5k-10k,1,No,23,4,1,10,3,3,10,7,1,7,Research & Development_Research Scientist
1227,46-55,No,Travel_Rarely,Research & Development,20,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6567,5k-10k,1,No,14,3,0,16,2,2,15,11,5,11,Research & Development_Manufacturing Director
1228,46-55,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,5k-10k,1,Yes,15,3,2,7,0,3,7,7,1,7,Research & Development_Manufacturing Director
1229,46-55,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,15k+,9,Yes,11,3,0,22,4,3,3,2,1,2,Research & Development_Research Director
1230,46-55,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,10k-15k,7,Yes,12,3,0,25,2,3,7,1,0,7,Research & Development_Healthcare Representative
1231,46-55,No,Travel_Rarely,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,10k-15k,8,No,24,4,0,26,2,3,5,2,0,0,Research & Development_Healthcare Representative
1232,46-55,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,15k+,1,Yes,17,3,1,31,5,3,31,9,0,9,Research & Development_Research Director
1233,46-55,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,5k-10k,1,No,18,3,2,9,3,4,9,8,7,7,Sales_Sales Executive
1234,46-55,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,Upto 5k,2,No,16,3,1,7,2,3,4,2,0,2,Research & Development_Research Scientist
1235,46-55,No,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,7403,5k-10k,4,No,11,3,1,29,3,2,26,9,1,7,Research & Development_Laboratory Technician
1236,46-55,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,10k-15k,6,No,17,3,1,22,3,3,9,8,2,3,Sales_Sales Executive
1237,46-55,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,15k+,2,No,13,3,1,23,2,4,1,0,0,0,Research & Development_Manager
1238,46-55,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,Upto 5k,3,No,20,4,0,20,2,3,4,3,1,3,Research & Development_Laboratory Technician
1239,46-55,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,6651,5k-10k,2,No,14,3,1,20,0,2,3,2,1,2,Research & Development_Healthcare Representative
1240,46-55,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,10466,10k-15k,3,No,14,3,2,29,3,3,8,7,0,7,Research & Development_Healthcare Representative
1241,46-55,No,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,Upto 5k,4,No,25,4,1,10,3,3,3,2,1,2,Research & Development_Laboratory Technician
1242,46-55,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,Upto 5k,1,No,14,3,1,10,3,2,9,6,1,4,Research & Development_Laboratory Technician
1243,46-55,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,15k+,3,No,16,3,2,27,2,3,4,2,1,2,Research & Development_Research Director
1244,46-55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,10k-15k,2,Yes,19,3,1,30,3,3,15,11,2,12,Research & Development_Healthcare Representative
1245,46-55,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,Upto 5k,4,Yes,16,3,1,17,2,2,2,2,2,2,Research & Development_Laboratory Technician
1246,46-55,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,15k+,4,No,14,3,0,23,2,3,8,7,0,0,Research & Development_Manager
1247,46-55,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,Upto 5k,3,No,12,3,0,8,1,4,5,1,0,4,Sales_Sales Executive
1248,46-55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,5,Research Director,4,Married,19161,15k+,3,No,15,3,0,28,3,3,5,4,4,3,Research & Development_Research Director
1249,46-55,No,Travel_Frequently,Sales,2,3,Medical,4,Male,2,2,Sales Executive,2,Married,5390,5k-10k,2,No,14,3,0,17,3,2,9,6,0,8,Sales_Sales Executive
1250,46-55,Yes,Travel_Rarely,Sales,3,2,Marketing,1,Male,2,1,Sales Representative,3,Married,2683,Upto 5k,1,Yes,14,3,0,3,2,3,3,2,0,2,Sales_Sales Representative
1251,46-55,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,2,5,Research Director,3,Divorced,18740,15k+,5,Yes,12,3,1,29,2,2,27,3,13,8,Research & Development_Research Director
